epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,1.5946717262268066,0.2587966024875641,1.523895502090454,0.33071690797805786
1,1.531675100326538,0.311968594789505,1.4791675806045532,0.36473050713539124
2,1.4879052639007568,0.3441464900970459,1.4489901065826416,0.37755101919174194
3,1.4643175601959229,0.3672989010810852,1.4288972616195679,0.392726331949234
4,1.4479224681854248,0.3780248463153839,1.4161700010299683,0.39324960112571716
5,1.4267065525054932,0.3949640393257141,1.4016107320785522,0.4058084785938263
6,1.4226503372192383,0.39215174317359924,1.390588641166687,0.412872850894928
7,1.40733802318573,0.4022236764431,1.382110595703125,0.4178440570831299
8,1.4048854112625122,0.40320470929145813,1.37421715259552,0.4217686951160431
9,1.3942593336105347,0.4124918282032013,1.3670397996902466,0.4275248646736145
10,1.3877097368240356,0.41582733392715454,1.3604477643966675,0.43092620372772217
11,1.3799725770950317,0.4224983751773834,1.3547595739364624,0.4353741407394409
12,1.3723527193069458,0.42818835377693176,1.348239779472351,0.4385138750076294
13,1.36577570438385,0.43021583557128906,1.3426480293273926,0.4403453767299652
14,1.3627209663391113,0.4313276708126068,1.337852120399475,0.4437467157840729
15,1.357633352279663,0.4340091645717621,1.3334081172943115,0.4474097192287445
16,1.3533309698104858,0.436036616563797,1.3288819789886475,0.4484563171863556
17,1.3531033992767334,0.4333551228046417,1.3256562948226929,0.4521193206310272
18,1.348805546760559,0.43911051750183105,1.3208727836608887,0.4552590250968933
19,1.3448562622070312,0.44519293308258057,1.3170028924942017,0.45787546038627625
20,1.3417381048202515,0.4417266249656677,1.3151410818099976,0.45866039395332336
21,1.3368483781814575,0.44787442684173584,1.3118209838867188,0.46180009841918945
22,1.3384523391723633,0.4448005259037018,1.307884931564331,0.46180009841918945
23,1.3289570808410645,0.45192936062812805,1.3055920600891113,0.46781790256500244
24,1.3330937623977661,0.44774362444877625,1.3033478260040283,0.46964940428733826
25,1.3241299390792847,0.4514715373516083,1.3008513450622559,0.4704343378543854
26,1.322081446647644,0.45611509680747986,1.2970223426818848,0.4714809060096741
27,1.3255653381347656,0.45415303111076355,1.2946581840515137,0.4759288430213928
28,1.325175404548645,0.45415303111076355,1.2905853986740112,0.4790685474872589
29,1.322222352027893,0.4550032615661621,1.2901819944381714,0.4780219793319702
30,1.3202390670776367,0.45853498578071594,1.2878657579421997,0.4790685474872589
31,1.3174278736114502,0.46160888671875,1.2861882448196411,0.48273155093193054
32,1.3158442974090576,0.45624589920043945,1.2837485074996948,0.48168498277664185
33,1.311733365058899,0.45873120427131653,1.2820727825164795,0.48246991634368896
34,1.3113855123519897,0.45801177620887756,1.2802014350891113,0.4863945543766022
35,1.3144176006317139,0.45866578817367554,1.2776896953582764,0.4879644215106964
36,1.305452823638916,0.46219751238822937,1.2766832113265991,0.4890109896659851
37,1.3034541606903076,0.4637671709060669,1.2729419469833374,0.4900575578212738
38,1.3039754629135132,0.46455198526382446,1.2724145650863647,0.49136579036712646
39,1.3039711713790894,0.46710267663002014,1.2712639570236206,0.49162742495536804
40,1.3018031120300293,0.4698495864868164,1.2695863246917725,0.4903191924095154
41,1.2982381582260132,0.46913015842437744,1.266851544380188,0.4992150664329529
42,1.3048828840255737,0.46219751238822937,1.2661818265914917,0.49947670102119446
43,1.2997357845306396,0.4660562574863434,1.2643405199050903,0.5010465979576111
44,1.2991976737976074,0.4657292366027832,1.2635221481323242,0.4971219301223755
45,1.2982560396194458,0.47344669699668884,1.2619659900665283,0.4981684982776642
46,1.2905441522598267,0.47076520323753357,1.2617636919021606,0.4992150664329529
47,1.296478271484375,0.46873775124549866,1.2596677541732788,0.5028780698776245
48,1.2932183742523193,0.4705035984516144,1.260353922843933,0.4997383654117584
49,1.294651746749878,0.46304774284362793,1.2574725151062012,0.4989534318447113
50,1.2970855236053467,0.4715500473976135,1.2560783624649048,0.4992150664329529
51,1.2911385297775269,0.47926750779151917,1.25491201877594,0.506017804145813
52,1.2917851209640503,0.4741007089614868,1.25406014919281,0.5062794089317322
53,1.286482334136963,0.4741007089614868,1.252273678779602,0.5034013390541077
54,1.2892719507217407,0.47750163078308105,1.2520345449447632,0.5075876712799072
55,1.2884190082550049,0.46854153275489807,1.2518218755722046,0.5073260068893433
56,1.2815371751785278,0.47292348742485046,1.2497719526290894,0.5094191431999207
57,1.2905223369598389,0.4675604999065399,1.2480486631393433,0.5130821466445923
58,1.2867540121078491,0.47573578357696533,1.246875286102295,0.5128205418586731
59,1.2841901779174805,0.47763243317604065,1.246437907218933,0.5099424123764038
60,1.2800402641296387,0.4823414087295532,1.247238278388977,0.5075876712799072
61,1.285258173942566,0.4784172773361206,1.2444536685943604,0.5141287446022034
62,1.286669373512268,0.47939831018447876,1.2442522048950195,0.5149136781692505
63,1.2844682931900024,0.47593197226524353,1.2432798147201538,0.5164835453033447
64,1.2833144664764404,0.4763897955417633,1.2420265674591064,0.5138670802116394
65,1.274898648262024,0.4805755317211151,1.2420613765716553,0.5154369473457336
66,1.2824217081069946,0.48201438784599304,1.241129994392395,0.5136054158210754
67,1.289169430732727,0.47279268503189087,1.239820122718811,0.517791748046875
68,1.2781859636306763,0.478875070810318,1.2382382154464722,0.5180533528327942
69,1.2800990343093872,0.47527796030044556,1.238036870956421,0.5151752829551697
70,1.2787096500396729,0.469914972782135,1.236711859703064,0.517530083656311
71,1.2822632789611816,0.4771746098995209,1.2359507083892822,0.5151752829551697
72,1.2765576839447021,0.47913670539855957,1.2350139617919922,0.5196232199668884
73,1.276663064956665,0.4825375974178314,1.2347325086593628,0.517791748046875
74,1.2755882740020752,0.478286474943161,1.2346161603927612,0.5146520137786865
75,1.2783358097076416,0.4824722111225128,1.2324018478393555,0.5230246186256409
76,1.2740925550460815,0.4802485406398773,1.2324944734573364,0.5188382863998413
77,1.2780805826187134,0.47508174180984497,1.232331395149231,0.5180533528327942
78,1.278441071510315,0.47580116987228394,1.2317969799041748,0.5190999507904053
79,1.277413249015808,0.47815564274787903,1.2310353517532349,0.5201465487480164
80,1.2668440341949463,0.4876389801502228,1.229709506034851,0.5256410241127014
81,1.2707960605621338,0.48188358545303345,1.2287895679473877,0.5217163562774658
82,1.2761900424957275,0.4786788821220398,1.229058027267456,0.5227629542350769
83,1.269403100013733,0.48430347442626953,1.2287847995758057,0.5190999507904053
84,1.2700568437576294,0.482668399810791,1.2277436256408691,0.5209314227104187
85,1.2735657691955566,0.4852190911769867,1.227504014968872,0.5217163562774658
86,1.2695633172988892,0.4867887496948242,1.2275896072387695,0.5217163562774658
87,1.2676434516906738,0.482733815908432,1.2251414060592651,0.5222396850585938
88,1.2702245712280273,0.4825375974178314,1.2240842580795288,0.5225012898445129
89,1.2739020586013794,0.48404186964035034,1.2234470844268799,0.5240711569786072
90,1.2741307020187378,0.48201438784599304,1.2226520776748657,0.5222396850585938
91,1.2731877565383911,0.4812295734882355,1.2214027643203735,0.528257429599762
92,1.2749764919281006,0.47992151975631714,1.222355842590332,0.5232862234115601
93,1.275587558746338,0.47789403796195984,1.2211359739303589,0.5240711569786072
94,1.2745604515075684,0.4812949597835541,1.2211544513702393,0.5287807583808899
95,1.2687169313430786,0.4826030135154724,1.2211956977844238,0.5269492268562317
96,1.2635350227355957,0.4867887496948242,1.2193845510482788,0.5303506255149841
97,1.2692673206329346,0.48593851923942566,1.2202293872833252,0.5261642932891846
98,1.2622240781784058,0.4851537048816681,1.219412922859192,0.5272108912467957
99,1.2725775241851807,0.4829954206943512,1.2191095352172852,0.5240711569786072
