epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
169,0.8962454199790955,0.6867887377738953,0.5058186650276184,0.8260073065757751
170,0.457620769739151,0.83250492811203,0.40037721395492554,0.8584510684013367
171,0.318989098072052,0.8839110732078552,0.289608359336853,0.9037153124809265
172,0.24319332838058472,0.9118378162384033,0.2249404937028885,0.9217687249183655
173,0.19469210505485535,0.9337475299835205,0.19242121279239655,0.9335426688194275
174,0.16025517880916595,0.9438849091529846,0.18252545595169067,0.9403453469276428
175,0.13439057767391205,0.9533681869506836,0.18429285287857056,0.9450549483299255
176,0.12373349815607071,0.9556573033332825,0.19017136096954346,0.9372056722640991
177,0.10048823803663254,0.9645519852638245,0.16434192657470703,0.9497645497322083
178,0.10105535387992859,0.9644865989685059,0.1331184059381485,0.9552590250968933
179,0.08974532037973404,0.9692609310150146,0.14513631165027618,0.9510727524757385
180,0.08016272634267807,0.9722040295600891,0.13058902323246002,0.9573521614074707
181,0.07122890651226044,0.9769130349159241,0.13977767527103424,0.9604918956756592
182,0.06272678077220917,0.9781556725502014,0.1308223009109497,0.959968626499176
183,0.06116839125752449,0.978090226650238,0.13301871716976166,0.958660364151001
184,0.056554052978754044,0.9815565943717957,0.1252267062664032,0.9659863710403442
185,0.05048053711652756,0.9829300045967102,0.14116394519805908,0.9583987593650818
186,0.05123397335410118,0.9837148189544678,0.14386817812919617,0.9612768292427063
187,0.05336443707346916,0.9829300045967102,0.10717862844467163,0.9659863710403442
188,0.04752371087670326,0.9840418696403503,0.106560617685318,0.9691261053085327
189,0.04387984424829483,0.9847612977027893,0.11119019240140915,0.965724766254425
190,0.040365252643823624,0.9866579174995422,0.11477874964475632,0.9659863710403442
191,0.03610801696777344,0.987966001033783,0.11663114279508591,0.970434308052063
192,0.042537324130535126,0.9867233633995056,0.11452698707580566,0.9654631018638611
193,0.032956063747406006,0.9896010756492615,0.10388096421957016,0.9696493744850159
194,0.032946690917015076,0.9891432523727417,0.09731091558933258,0.9709576368331909
195,0.03366082161664963,0.9894048571586609,0.110008604824543,0.9693877696990967
196,0.0331663116812706,0.9898626804351807,0.09001161903142929,0.9725274443626404
197,0.02888074703514576,0.9899934530258179,0.09450183808803558,0.9740973114967346
198,0.025969456881284714,0.9915631413459778,0.08850818127393723,0.9727891087532043
199,0.0287968460470438,0.9910398721694946,0.09296366572380066,0.9733123779296875
200,0.028313081711530685,0.9907782673835754,0.09789514541625977,0.9730507731437683
201,0.02477952651679516,0.9925441741943359,0.09222301095724106,0.9759288430213928
202,0.025202471762895584,0.991824746131897,0.10275320708751678,0.9733123779296875
203,0.02943785861134529,0.9894048571586609,0.10951004177331924,0.970695972442627
204,0.023648859933018684,0.9919555187225342,0.10145583003759384,0.9735740423202515
205,0.020027317106723785,0.9934597611427307,0.09642689675092697,0.9735740423202515
206,0.022736426442861557,0.9925441741943359,0.09765014052391052,0.9748822450637817
207,0.02029227279126644,0.9936559796333313,0.09617576748132706,0.9735740423202515
208,0.023118337616324425,0.9923479557037354,0.0946495309472084,0.9748822450637817
209,0.01991996355354786,0.9938521981239319,0.09618014842271805,0.971742570400238
210,0.022374264895915985,0.9929365515708923,0.10046444833278656,0.9730507731437683
211,0.01725810207426548,0.9943100214004517,0.10765523463487625,0.971742570400238
